Index;Country;Programme;Year;University;University code;Latitude;Longitude;Reserved
845;Ghana ;Informatics;2019;University of Borås;HB;57,7248;12,9403;FALSE
846;Tanzania ;Business Administration (MBA): Business Management;2019;University of Gävle;HIG;60,6685;17,1188;FALSE
847;Ghana ;Physical Geography and Ecosystem Science;2019;Lund University;LU;55,7119;13,2035;FALSE
848;Zambia ;Global Health;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
849;Brazil ;Business Administration - Strategy and Management in International Organisations;2019;Linköping University;LIU;58,3978;15,576;FALSE
850;Philippines ;Applied Ethics;2019;Linköping University;LIU;58,3978;15,576;FALSE
851;Zambia ;Engineering Materials Science;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
852;Rwanda ;Computer Engineering;2019;Mid Sweden University;MIU;63,1771;14,6492;FALSE
853;Guatemala ;Sustainable Development;2019;Uppsala University;UU;59,8509;17,63;FALSE
854;Tunisia ;Bioentrepreneurship;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
855;Philippines ;Disaster Risk Management and Climate Change Adaptation;2019;Lund University;LU;55,7119;13,2035;FALSE
856;Tunisia ;Textile Engineering;2019;University of Borås;HB;57,7248;12,9403;FALSE
857;Liberia ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
858;Zambia ;Applied Environmental Science;2019;Halmstad University;HH;56,6647;12,878;FALSE
859;Cameroon ;Social Studies of Gender;2019;Lund University;LU;55,7119;13,2035;FALSE
860;Colombia ;International Business Strategy;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
861;Indonesia ;Environmental Studies and Sustainability Science;2019;Lund University;LU;55,7119;13,2035;FALSE
862;Ethiopia ;Data Science;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
863;Uganda ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
864;Jordan ;Public Health Epidemiology;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
865;Sudan ;Sustainable Structural Engineering;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
866;Malawi ;Global Health;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
867;Ghana ;Public Health, Health Economics;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
868;Zambia ;Leadership and Management in International Contexts;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
869;Vietnam ;Finance;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
870;Cameroon ;Leadership for Sustainable Development: Sociology;2019;Södertörn University;SH;59,2194;17,9434;FALSE
871;Nigeria ;International Administration and Global Governance;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
872;Brazil ;Hydrology, Hydrogeology and Water Resources;2019;Stockholm University;SU;59,3622;18,0578;FALSE
873;Ethiopia ;Software Engineering and Technology;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
874;Tanzania ;Social Anthropology;2019;Lund University;LU;55,7119;13,2035;FALSE
875;Bolivia ;Civil and Architectural Engineering;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
876;Liberia ;Biomedicine;2019;Umeå University;UMU;63,8202;20,3054;FALSE
877;Jordan ;Social Media and Web Technologies;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
878;Ethiopia ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
879;Peru ;Managing People, Knowledge & Change;2019;Lund University;LU;55,7119;13,2035;FALSE
880;Myanmar (Burma) ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
881;Uganda ;Geography;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
882;Gambia ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
883;Zambia ;Development Studies;2019;Lund University;LU;55,7119;13,2035;FALSE
884;Cameroon ;Management;2019;Umeå University;UMU;63,8202;20,3054;FALSE
885;Ethiopia ;Economic Growth, Population and Development;2019;Lund University;LU;55,7119;13,2035;FALSE
886;Pakistan ;Medical Nuclide Techniques;2019;Uppsala University;UU;59,8509;17,63;FALSE
887;Bangladesh ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
888;Brazil ;Sociology of Law;2019;Lund University;LU;55,7119;13,2035;FALSE
889;Nigeria ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
890;Tanzania ;International Affairs;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
891;Nepal ;Economics;2019;Stockholm School of Economics;HHS;59,3416;18,0568;FALSE
892;Zimbabwe ;Information Systems;2019;Uppsala University;UU;59,8509;17,63;FALSE
893;Ghana ;Business Studies with an International Focus;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
894;Malawi ;Leadership for Sustainability;2019;Malmö University;MAU;55,6088;12,9946;FALSE
895;Liberia ;Business Administration (MBA): Business Management;2019;University of Gävle;HIG;60,6685;17,1188;FALSE
896;Ghana ;Educational Research;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
897;Bangladesh ;Economics;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
898;Zambia ;Management of Fish and Wildlife Populations;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
899;Bangladesh ;Development Studies;2019;Lund University;LU;55,7119;13,2035;FALSE
900;Liberia ;Marketing Communication;2019;Stockholm University;SU;59,3622;18,0578;FALSE
901;Malawi ;Strategic Communication;2019;Örebro University;ORU;59,2548;15,2493;FALSE
902;Colombia ;Leadership for Sustainability;2019;Malmö University;MAU;55,6088;12,9946;FALSE
903;Bangladesh ;Sociology;2019;Lund University;LU;55,7119;13,2035;FALSE
904;Myanmar (Burma) ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
905;Ethiopia ;Data Science;2019;University of Skövde;HS;58,3941;13,8535;FALSE
906;Bangladesh ;Computer Science;2019;Uppsala University;UU;59,8509;17,63;FALSE
907;Colombia ;Architecture;2019;Lund University;LU;55,7119;13,2035;FALSE
908;Ethiopia ;Strategic Communication;2019;Örebro University;ORU;59,2548;15,2493;FALSE
909;Tanzania ;Forest Ecology and Sustainable Management;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
910;Vietnam ;Managing People, Knowledge & Change;2019;Lund University;LU;55,7119;13,2035;FALSE
911;Rwanda ;Environmental Sciences;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
912;Zimbabwe ;Business Administration - Strategy and Management in International Organisations;2019;Linköping University;LIU;58,3978;15,576;FALSE
913;Peru ;Biomedical Engineering;2019;Linköping University;LIU;58,3978;15,576;FALSE
914;Myanmar (Burma) ;Public Health, Health Economics;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
915;Jordan ;Civil and Architectural Engineering;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
916;Ghana ;Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
917;Myanmar (Burma) ;Health Economics, Policy and Management;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
918;Sri Lanka ;Information Systems;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
919;Gambia ;Public Health Promotion and Prevention;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
920;Liberia ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
921;Gambia ;Biology Cell and Molecular Biology;2019;Uppsala University;UU;59,8509;17,63;FALSE
922;Rwanda ;Economics;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
923;Rwanda ;Mechanical Engineering _ Structural Mechanics;2019;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
924;Tanzania ;Water Resources Engineering;2019;Lund University;LU;55,7119;13,2035;FALSE
925;Zambia ;Economics;2019;Södertörn University;SH;59,2194;17,9434;FALSE
926;Bangladesh ;Humanities Cultural Anthropology;2019;Uppsala University;UU;59,8509;17,63;FALSE
927;Gambia ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
928;Ghana ;International Marketing & Brand Management;2019;Lund University;LU;55,7119;13,2035;FALSE
929;Ethiopia ;Logistics and Supply Chain Management;2019;Lund University;LU;55,7119;13,2035;FALSE
930;Bangladesh ;Finance;2019;Lund University;LU;55,7119;13,2035;FALSE
931;Peru ;Interaction Design and Technologies;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
932;Ghana ;Business Studies with an International Focus;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
933;Tanzania ;Finance;2019;University West;HV;58,2832;12,294;FALSE
934;Tanzania ;Network Forensics;2019;Halmstad University;HH;56,6647;12,878;FALSE
935;Egypt ;Strategic Entrepreneurship;2019;Jönköping University;HJ;57,7786;14,1619;FALSE
936;Nepal ;Water Resources Engineering;2019;Lund University;LU;55,7119;13,2035;FALSE
937;Pakistan ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
938;Egypt ;Biomedicine;2019;Uppsala University;UU;59,8509;17,63;FALSE
939;Jordan ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;FALSE
940;Sudan ;Embedded Systems;2019;Uppsala University;UU;59,8509;17,63;FALSE
941;Rwanda ;Information Systems;2019;Uppsala University;UU;59,8509;17,63;FALSE
942;Jordan ;Sustainable Development;2019;Uppsala University;UU;59,8509;17,63;FALSE
943;Jordan ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
944;Rwanda ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;FALSE
945;Tanzania ;Outdoor and Sustainability Education;2019;Linköping University;LIU;58,3978;15,576;FALSE
946;Nepal ;Structural Engineering and Building Technology;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
947;Indonesia ;Leadership for Sustainability;2019;Malmö University;MAU;55,6088;12,9946;FALSE
948;Honduras ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
949;Bangladesh ;Applied Social Research;2019;Stockholm University;SU;59,3622;18,0578;FALSE
950;Sudan ;Information Systems;2019;Uppsala University;UU;59,8509;17,63;FALSE
951;Nepal ;Biology, Aquatic Ecology;2019;Lund University;LU;55,7119;13,2035;FALSE
952;Malawi ;Educational Research;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
953;Zimbabwe ;Rural Development and Natural Resource Management;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
954;Myanmar (Burma) ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
955;Cambodia ;International Human Rights Law;2019;Lund University;LU;55,7119;13,2035;FALSE
956;Uganda ;Leadership and Management in International Contexts;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
957;Gambia ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
958;Sri Lanka ;IT Management;2019;Umeå University;UMU;63,8202;20,3054;FALSE
959;Indonesia ;Management and Economics of Innovation;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
960;Colombia ;Strategic Entrepreneurship for International Growth with specialization in International Marketing;2019;Halmstad University;HH;56,6647;12,878;FALSE
961;Gambia ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
962;Tanzania ;Economics;2019;Södertörn University;SH;59,2194;17,9434;FALSE
963;Kenya ;Engineering Materials Science;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
964;Kenya ;Sport Physiology and Medicine Programme;2019;Örebro University;ORU;59,2548;15,2493;FALSE
965;Ethiopia ;Business Intelligence;2019;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
966;Vietnam ;Business Administration - Strategy and Management in International Organisations;2019;Linköping University;LIU;58,3978;15,576;FALSE
967;Cambodia ;Global Studies;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
968;Rwanda ;Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
969;Egypt ;Entrepreneurship;2019;Uppsala University;UU;59,8509;17,63;FALSE
970;Brazil ;Sustainability Engineering and Management;2019;Linköping University;LIU;58,3978;15,576;FALSE
971;Zimbabwe ;Global Health;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
972;Egypt ;Electronics Design;2019;Halmstad University;HH;56,6647;12,878;FALSE
973;Nepal ;Welfare Policies and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
974;Nepal ;Structural Engineering and Building Technology;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
975;Sudan ;Bioentrepreneurship;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
976;Malawi ;Strategic Communication;2019;Örebro University;ORU;59,2548;15,2493;FALSE
977;Zimbabwe ;Ecotechnology and Sustainable Development;2019;Mid Sweden University;MIU;63,1771;14,6492;FALSE
978;Vietnam ;Entrepreneurship;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
979;Ethiopia ;Spatial Planning;2019;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
980;Gambia ;Economic Growth, Population and Development;2019;Lund University;LU;55,7119;13,2035;FALSE
981;Indonesia ;Electric Power Engineering;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
982;Ghana ;Public Planning for Sustainable Development;2019;Örebro University;ORU;59,2548;15,2493;FALSE
983;Morocco ;Sustainable Urban Design;2019;Lund University;LU;55,7119;13,2035;FALSE
984;Indonesia ;Media Management;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
985;Brazil ;Global Studies;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
986;Sri Lanka ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;FALSE
987;Indonesia ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;FALSE
988;Malawi ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
989;Uganda ;Public Health;2019;Umeå University;UMU;63,8202;20,3054;FALSE
990;Sudan ;Production Development and Management;2019;Jönköping University;HJ;57,7786;14,1619;FALSE
991;Nepal ;Mechanical Engineering _ Structural Mechanics;2019;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
992;Brazil ;Ethnic and Migration Studies;2019;Linköping University;LIU;58,3978;15,576;FALSE
993;Indonesia ;Strategic Information Systems Management;2019;Stockholm University;SU;59,3622;18,0578;FALSE
994;Indonesia ;Logistics and Supply Chain Management;2019;Lund University;LU;55,7119;13,2035;FALSE
995;Ghana ;Biology Immunology and Microbiology;2019;Uppsala University;UU;59,8509;17,63;FALSE
996;Liberia ;Sustainable Management of Biological Resources;2019;University of Skövde;HS;58,3941;13,8535;FALSE
997;Uganda ;Educational Research;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
998;Uganda ;Strategic Information Systems Management;2019;Stockholm University;SU;59,3622;18,0578;FALSE
999;Sudan ;Sustainable Energy Processes and Systems;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1000;Egypt ;Bioentrepreneurship;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1001;Colombia ;Sustainability Engineering and Management;2019;Linköping University;LIU;58,3978;15,576;FALSE
1002;Sudan ;Statistics and Machine Learning;2019;Linköping University;LIU;58,3978;15,576;FALSE
1003;Guatemala ;Renewable Electric Power Systems;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1004;Pakistan ;Economics;2019;Lund University;LU;55,7119;13,2035;FALSE
1005;Kenya ;International Business;2019;Luleå University of Technology;LTU;65,618;22,1402;FALSE
1006;Cambodia ;Tourism and Sustainability;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1007;Malawi ;Software Engineering of Distributed Systems;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1008;Pakistan ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
1009;Indonesia ;Information Systems;2019;Lund University;LU;55,7119;13,2035;FALSE
1010;Ecuador ;Environmental Economics and Management;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1011;Vietnam ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
1012;Nigeria ;Business Administration specialising in Auditing and Control;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
1013;Uganda ;Political Science: Global Politics and Societal Change;2019;Malmö University;MAU;55,6088;12,9946;FALSE
1014;Sudan ;Sustainable Energy Systems;2019;Mälardalen University;MDH;59,6186;16,5404;FALSE
1015;Indonesia ;Sociology of Law;2019;Lund University;LU;55,7119;13,2035;FALSE
1016;Bangladesh ;Mechanical Engineering;2019;Halmstad University;HH;56,6647;12,878;FALSE
1017;Gambia ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
1018;Myanmar (Burma) ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
1019;Kenya ;Computer Science, Emphasizing Sustainable Development;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
1020;Bangladesh ;Sustainable Urban Design;2019;Lund University;LU;55,7119;13,2035;FALSE
1021;Cambodia ;Educational Research;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
1022;Indonesia ;Political Science: Global Politics and Societal Change;2019;Malmö University;MAU;55,6088;12,9946;FALSE
1023;Zimbabwe ;Applied Environmental Science;2019;Halmstad University;HH;56,6647;12,878;FALSE
1024;Myanmar (Burma) ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
1025;Rwanda ;Bioentrepreneurship;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1026;Vietnam ;Digital Business;2019;Jönköping University;HJ;57,7786;14,1619;FALSE
1027;Sri Lanka ;Water Resources Engineering;2019;Lund University;LU;55,7119;13,2035;FALSE
1028;Zimbabwe ;Intellectual Property Law;2019;Uppsala University;UU;59,8509;17,63;FALSE
1029;Sudan ;Entrepreneurship;2019;Uppsala University;UU;59,8509;17,63;FALSE
1030;Zimbabwe ;Global Health;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1031;Kenya ;Strategic Leadership Towards Sustainability;2019;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1032;Uganda ;Global Health;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
1033;Bangladesh ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
1034;Pakistan ;Nanotechnology;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1035;Egypt ;Chemistry for Renewable Energy;2019;Uppsala University;UU;59,8509;17,63;FALSE
1036;Jordan ;Applied Data Science;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
1037;Cameroon ;Corporate Governance _ Accounting and Finance;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1038;Philippines ;Sustainable Urban Planning and Design;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1039;Nigeria ;International Affairs;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1040;Brazil ;International Development and Management;2019;Lund University;LU;55,7119;13,2035;FALSE
1041;Ethiopia ;Information Technology and Learning;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
1042;Egypt ;Computational Social Science;2019;Linköping University;LIU;58,3978;15,576;FALSE
1043;Egypt ;Biology Cell and Molecular Biology;2019;Uppsala University;UU;59,8509;17,63;FALSE
1044;Cameroon ;Accounting and Control;2019;Karlstad University;KAU;59,4064;13,5826;FALSE
1045;Ecuador ;Computer Systems and Networks;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1046;Tanzania ;Public Health;2019;Lund University;LU;55,7119;13,2035;FALSE
1047;Sri Lanka ;Geomatics;2019;University of Gävle;HIG;60,6685;17,1188;FALSE
1048;Sudan ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;FALSE
1049;Ecuador ;Information Technology and Learning;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
1050;Colombia ;Digital Business;2019;Jönköping University;HJ;57,7786;14,1619;FALSE
1051;Vietnam ;Digital Leadership;2019;University of Gothenburg;GU;57,6982;11,9719;FALSE
1052;Sri Lanka ;Peace and Conflict Studies;2019;Uppsala University;UU;59,8509;17,63;FALSE
1053;Bangladesh ;Leadership for Sustainability;2019;Malmö University;MAU;55,6088;12,9946;FALSE
1054;Indonesia ;Marketing;2019;Stockholm University;SU;59,3622;18,0578;FALSE
1055;Tanzania ;Work Life Studies within Health and Social Welfare;2019;Mälardalen University;MDH;59,6186;16,5404;FALSE
1056;Malawi ;Strategic Communication;2019;Örebro University;ORU;59,2548;15,2493;FALSE
1057;Myanmar (Burma) ;Health Economics, Policy and Management;2019;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1058;Cameroon ;Accounting and Management Control;2019;Stockholm University;SU;59,3622;18,0578;FALSE
1059;Kenya ;Infectious Disease Control;2019;Södertörn University;SH;59,2194;17,9434;FALSE
1060;Cameroon ;Public Health within Health and Social Welfare;2019;Mälardalen University;MDH;59,6186;16,5404;FALSE
1061;Pakistan ;Statistics and Machine Learning;2019;Linköping University;LIU;58,3978;15,576;FALSE
1062;Uganda ;Public Health with a Specialization in Health Economics;2019;Umeå University;UMU;63,8202;20,3054;FALSE
1063;Kenya ;Sustainable Structural Engineering;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1064;Sri Lanka ;Plant Biology for Sustainable Production _ Genetics and molecular plant biology;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1065;Zimbabwe ;Chemistry;2019;Linköping University;LIU;58,3978;15,576;FALSE
1066;Tanzania ;Computer and Systems Sciences;2019;Stockholm University;SU;59,3622;18,0578;FALSE
1067;Indonesia ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;FALSE
1068;Indonesia ;Wireless, Photonics and Space Engineering;2019;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1069;Pakistan ;Leadership and Management in International Contexts;2019;Linnaeus University;LNU;56,8545;14,83;FALSE
1070;Tanzania ;Intellectual Property Law;2019;Uppsala University;UU;59,8509;17,63;FALSE
1071;Uganda ;Information Systems;2019;Lund University;LU;55,7119;13,2035;FALSE
1072;Gambia ;Computer Science, Emphasizing Sustainable Development;2019;Kristianstad University;HKR;56,0485;14,1463;FALSE
1073;Colombia ;Maintenance Engineering;2019;Luleå University of Technology;LTU;65,618;22,1402;FALSE
1074;Ghana ;Geomatics;2019;University of Gävle;HIG;60,6685;17,1188;TRUE
1075;Tanzania ;Energy_efficient and Environmental Building Design;2019;Lund University;LU;55,7119;13,2035;TRUE
1076;Bangladesh ;International Business and Trade;2019;University of Gothenburg;GU;57,6982;11,9719;TRUE
1077;Uganda ;Resource Recovery;2019;University of Borås;HB;57,7248;12,9403;TRUE
1078;Ghana ;Social Work within Health and Social Welfare;2019;Mälardalen University;MDH;59,6186;16,5404;TRUE
1079;Bangladesh ;Renewable Electricity Production;2019;Uppsala University;UU;59,8509;17,63;TRUE
1080;Bangladesh ;Marine Science;2019;University of Gothenburg;GU;57,6982;11,9719;TRUE
1081;Nepal ;Public Health Promotion and Prevention;2019;Karolinska University Hospital;KI;59,3522;18,0322;TRUE
1082;Jordan ;Technology, Work and Health;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;TRUE
1083;Ethiopia ;Software Engineering and Technology;2019;Chalmers University of Technology;CTH;57,6898;11,9742;TRUE
1084;Uganda ;Engineering Mathematics and Computational Science;2019;Chalmers University of Technology;CTH;57,6898;11,9742;TRUE
1085;Bangladesh ;Information Technology and Learning;2019;University of Gothenburg;GU;57,6982;11,9719;TRUE
1086;Indonesia ;Supply Chain Management;2019;Chalmers University of Technology;CTH;57,6898;11,9742;TRUE
1087;Pakistan ;Sustainable Energy Processes and Systems;2019;Linnaeus University;LNU;56,8545;14,83;TRUE
1088;Rwanda ;Sustainable Food Systems;2019;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;TRUE
1089;Ethiopia ;Intellectual Property Law;2019;Uppsala University;UU;59,8509;17,63;TRUE
1090;Sudan ;Industrial Management and Innovation;2019;Uppsala University;UU;59,8509;17,63;TRUE
1091;Morocco ;Architecture and Urban Design;2019;Umeå University;UMU;63,8202;20,3054;TRUE
1092;Gambia ;Educational Research;2019;University of Gothenburg;GU;57,6982;11,9719;TRUE
1093;Rwanda ;Real Estate and Construction Management;2019;KTH Royal Institute of Technology;KTH;59,3499;18,0703;TRUE
1094;Egypt ;Accounting;2019;Umeå University;UMU;63,8202;20,3054;TRUE
1095;Ecuador ;Social Anthropology;2019;Lund University;LU;55,7119;13,2035;TRUE
1096;Bangladesh ;Global Health;2018;Uppsala University;UU;59,8509;17,63;FALSE
1097;Bangladesh ;Renewable Electricity Production;2018;Uppsala University;UU;59,8509;17,63;FALSE
1098;Bangladesh ;Textile Engineering;2018;University of Borås;HB;57,7248;12,9403;FALSE
1099;Bangladesh ;Finance;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1100;Bangladesh ;Electric Power Engineering;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1101;Burkina Faso ;Communication;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1102;Cambodia ;Global Studies;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1103;Cambodia ;Media and Communication Studies;2018;Lund University;LU;55,7119;13,2035;FALSE
1104;Ethiopia ;Landscape Architecture for Sustainable Urbanisation;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1105;Ethiopia ;Energy Systems;2018;University of Gävle;HIG;60,6685;17,1188;FALSE
1106;Ethiopia ;Economic Growth, Population and Development;2018;Lund University;LU;55,7119;13,2035;FALSE
1107;Ethiopia ;IT Management;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1108;Ethiopia ;Civil and Architectural Engineering;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1109;Ethiopia ;Global Health;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1110;Ethiopia ;Solar Energy Engineering;2018;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
1111;Ethiopia ;Service Management, Retail;2018;Lund University;LU;55,7119;13,2035;FALSE
1112;Ethiopia ;Constitutional Law and Human Rights;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1113;Ethiopia ;Communication Systems;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1114;Ethiopia ;Political Science;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1115;Kenya ;Public Health Sciences;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1116;Kenya ;Language Technology;2018;Uppsala University;UU;59,8509;17,63;FALSE
1117;Kenya ;International Commercial Arbitration Law;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1118;Kenya ;Strategic Leadership Towards Sustainability;2018;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1119;Kenya ;Computational Social Science;2018;Linköping University;LIU;58,3978;15,576;FALSE
1120;Kenya ;Investment Treaty Arbitration;2018;Uppsala University;UU;59,8509;17,63;FALSE
1121;Kenya ;Social Work and Human Rights;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1122;Kenya ;Health Economics, Policy and Management;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1123;Kenya ;Public Health;2018;Lund University;LU;55,7119;13,2035;FALSE
1124;Kenya ;Information Systems;2018;Lund University;LU;55,7119;13,2035;FALSE
1125;Kenya ;Public Planning for Sustainable Development;2018;Örebro University;ORU;59,2548;15,2493;FALSE
1126;Liberia ;Accounting and Control;2018;Karlstad University;KAU;59,4064;13,5826;FALSE
1127;Liberia ;Strategic communication;2018;Örebro University;ORU;59,2548;15,2493;FALSE
1128;Liberia ;Public Planning for Sustainable Development;2018;Örebro University;ORU;59,2548;15,2493;FALSE
1129;Liberia ;International Human Rights Law;2018;Lund University;LU;55,7119;13,2035;FALSE
